,address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
3242,Pieter van der Werfstraat 211,,,,1067 EM,15-1-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49616175-pieter-van-der-werfstraat-211/,
3243,Kermispad 17,,,,1033 WX,23-10-2012,,apartment,,21-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48536723-kermispad-17/,
3244,Egelantiersstraat 134 A,,,,1015 PS,12-2-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49645228-egelantiersstraat-134-a/,
3245,Cornelis van Vollenhovenstraat 188,,,,1063 KW,11-2-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49634211-cornelis-van-vollenhovenstraat-188/,
3246,Wingerdweg 353,,,,1032 AM,23-1-2016,,apartment,,15-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614591-wingerdweg-353/,
3247,Molukkenstraat 55 IV,,,,1095 AV,25-2-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49758204-molukkenstraat-55-iv/,
3248,Bloemgracht 187 II*,,,,1016 KP,27-2-2016,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49751892-bloemgracht-187-ii/,
3249,Langswater 558,,,,1069 EE,1-10-2015,,apartment,,17-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49518723-langswater-558/,
3250,Groenendaalstraat 46 hs,,,,1058 LH,22-1-2016,,apartment,,17-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49613675-groenendaalstraat-46-hs/,
3251,Spaarndammerdijk 665,,,,1014 AD,17-3-2016,,house,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49770820-spaarndammerdijk-665/,
3252,Komijnstraat 24,,,,1104 HP,9-9-2015,,house,,18-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49582129-komijnstraat-24/,
3253,Oudezijds Voorburgwal 198 C,,,,1012 GH,6-2-2016,,apartment,,23-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49630862-oudezijds-voorburgwal-198-c/,
3254,Schutterweg 18,,,,1033 XX,15-1-2016,,house,,3-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49616702-schutterweg-18/,
3255,Pieter Cornelisz. Hooftstraat 37 -3,,,,1071 BM,7-11-2015,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49655809-pieter-cornelisz-hooftstraat-37-3/,
3256,Aaf Bouberstraat 96,,,,1065 LV,17-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49770834-aaf-bouberstraat-96/,
3257,Katwijkstraat 6 I,,,,1059 XN,2-3-2016,,apartment,,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49754243-katwijkstraat-6-i/,
3258,Langswater 49,,,,1069 TR,4-2-2016,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49638113-langswater-49/,
3259,Burgemeester Cramergracht 139,,,,1064 AK,17-3-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49771977-burgemeester-cramergracht-139/,
3260,Noorderstraat 65,,,,1017 TS,17-3-2016,,house,,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49778685-noorderstraat-65/,
3261,Amstelveenseweg 716 A,,,,1081 JK,29-8-2015,,apartment,,27-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49573380-amstelveenseweg-716-a/,
3262,Dantestraat 56,,,,1102 ZN,27-2-2016,,apartment,,16-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49751846-dantestraat-56/,
3263,Tweede Helmersstraat 22 2,,,,1054 CJ,6-4-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85156732-tweede-helmersstraat-22-2/,
3264,Reizigersweg 73 -1,,,,1033 WE,16-7-2015,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49448482-reizigersweg-73-1/,
3265,Amstelveenseweg 818 -C,,,,1081 JK,13-2-2016,,apartment,,8-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49646011-amstelveenseweg-818-c/,
3266,Loenermark 310,,,,1025 TC,23-2-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49756401-loenermark-310/,
3267,Botterstraat 33,,,,1034 BR,19-4-2014,,house,,9-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48096297-botterstraat-33/,
3268,Andreas Schelfhoutstraat 49 -II,,,,1058 HS,26-11-2015,,apartment,,29-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49664149-andreas-schelfhoutstraat-49-ii/,
3269,Dorpsstraat Holysloot 15,,,,1028 BB,10-12-2014,,house,,17-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48222297-dorpsstraat-holysloot-15/,
3270,Van Boshuizenstraat 649,,,,1082 AX,4-3-2016,,apartment,,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49766180-van-boshuizenstraat-649/,
3271,Johannes van der Waalsstraat 2 -II,,,,1098 PJ,26-1-2016,,apartment,,11-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49626780-johannes-van-der-waalsstraat-2-ii/,
3272,Cliostraat 26 I,,,,1077 KH,6-2-2016,,apartment,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49631782-cliostraat-26-i/,
3273,Lisdoddelaan 75,,,,1087 KB,19-9-2015,,house,,18-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49505906-lisdoddelaan-75/,
3274,Wijenburg 167,,,,1082 VS,26-2-2016,,apartment,,17-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49759960-wijenburg-167/,
3275,Zandpad-Driemond 24 D,,,,1109 AG,22-1-2016,,house,,29-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49613574-zandpad-driemond-24-d/,
3276,Sassenheimstraat 25 II,,,,1059 BB,22-2-2016,,apartment,,25-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49755551-sassenheimstraat-25-ii/,
3277,Cas Oorthuyskade 272,,,,1087 DP,5-2-2016,,apartment,,8-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85094424-cas-oorthuyskade-272/,
3278,Kinkerstraat 214 III,,,,1053 EM,27-2-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49751336-kinkerstraat-214-iii/,
3279,Bos en Lommerplantsoen 97 K,,,,1055 AA,4-2-2016,,apartment,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49637085-bos-en-lommerplantsoen-97-k/,
3280,Bestevâerstraat 142 II,,,,1055 TR,11-3-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49764642-bestevaerstraat-142-ii/,
3281,Johan Hofmanstraat 320 + pp,,,,1069 KE,9-2-2016,,apartment,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85096299-johan-hofmanstraat-320-pp/,
3282,Oeverpad 372,,,,1068 PL,29-10-2015,,apartment,,1-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49546114-oeverpad-372/,
3283,Merwedeplein 29 -I,,,,1078 NB,22-3-2016,,apartment,,5-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49786717-merwedeplein-29-i/,
3284,Dalsteindreef 434,,,,1102 XA,27-2-2016,,apartment,,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85115527-dalsteindreef-434/,
3285,Tweede Schinkelstraat 11 1,,,,1075 TN,13-1-2016,,apartment,,14-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85068921-tweede-schinkelstraat-11-1/,
3286,Lijnbaansgracht 213 II,,,,1016 XJ,31-3-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85151001-lijnbaansgracht-213-ii/,
3287,Van Nijenrodeweg 811,,,,1082 JL,11-3-2016,,apartment,,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49764849-van-nijenrodeweg-811/,
3288,De Rijpstraat 127 huis,,,,1056 XN,3-12-2015,,apartment,,23-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49672849-de-rijpstraat-127-huis/,
3289,Daniël Stalpertstraat 80 II,,,,1072 XK,26-2-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49759050-daniel-stalpertstraat-80-ii/,
3290,Sluisstraat 6 hs,,,,1075 TE,12-3-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49764417-sluisstraat-6-hs/,
3291,Kramatweg 7 -hs,,,,1095 JM,25-4-2015,,apartment,,29-5-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49453415-kramatweg-7-hs/,
3292,Kattenburgerhof 47,,,,1018 KD,10-3-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763974-kattenburgerhof-47/,
3293,Geuzenkade 40 -I,,,,1056 KL,18-3-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49772501-geuzenkade-40-i/,
3294,Overtoom 466 -hs,,,,1054 JX,10-3-2016,,apartment,,22-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763422-overtoom-466-hs/,
3295,Clauskindereweg 25 + PP,,,,1069 HN,30-1-2016,,apartment,,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49624112-clauskindereweg-25-pp/,
3296,Joos Banckersweg 18 I,,,,1056 EP,15-3-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49777087-joos-banckersweg-18-i/,
3297,Sassenheimstraat 36 I,,,,1059 BJ,25-2-2016,,apartment,,11-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49758740-sassenheimstraat-36-i/,
3298,Jan van Zutphenstraat 615,,,,1069 RS,15-12-2015,,apartment,,5-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49683966-jan-van-zutphenstraat-615/,
3299,Marathonweg 12 -I,,,,1076 TG,20-11-2015,,apartment,,31-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669275-marathonweg-12-i/,
3300,Frankenstraat 3,,,,1060 SE,26-11-2015,,house,,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49675015-frankenstraat-3/,
3301,Noordermarkt 6 II,,,,1015 MV,17-2-2016,,apartment,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49649681-noordermarkt-6-ii/,
3302,Bartholomeus Diazstraat 37 III,,,,1057 TA,3-3-2016,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49766401-bartholomeus-diazstraat-37-iii/,
3303,Vlakkerweg 33,,,,1033 DZ,4-3-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49765130-vlakkerweg-33/,
3304,Celebesstraat 37 -H,,,,1094 EM,19-2-2016,,apartment,,17-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49640772-celebesstraat-37-h/,
3305,Van Eeghenstraat 52 hs,,,,1071 GJ,12-9-2015,,apartment,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49597060-van-eeghenstraat-52-hs/,
3306,Valentijnkade 32 -I,,,,1094 ST,6-1-2016,,apartment,,22-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49607141-valentijnkade-32-i/,
3307,Benkoelenstraat 9,,,,1094 HR,15-1-2016,,apartment,,3-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49604985-benkoelenstraat-9/,
3308,Burgemeester De Vlugtlaan 307,,,,1063 BN,28-10-2014,,apartment,,22-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48260990-burgemeester-de-vlugtlaan-307/,
3309,Emmy Andriessestraat 4,,,,1087 MJ,28-8-2015,,house,,12-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49570059-emmy-andriessestraat-4/,
3310,Van Eeghenstraat 52 1,,,,1071 GJ,4-10-2015,,apartment,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49512187-van-eeghenstraat-52-1/,
3311,Diopter 54,,,,1025 MS,3-11-2015,,house,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49541414-diopter-54/,
3312,Lou Jansenplein 7 -2,,,,1063 GT,10-12-2015,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49688935-lou-jansenplein-7-2/,
3313,Vegastraat 215,,,,1033 HT,12-2-2016,,house,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49645019-vegastraat-215/,
3314,Pijnackerstraat 30 II,,,,1072 JV,28-1-2016,,apartment,,16-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49627390-pijnackerstraat-30-ii/,
3315,Pieter Calandlaan 1097,,,,1069 SE,19-2-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49642166-pieter-calandlaan-1097/,
3316,Eerste Helmersstraat 213 -IV,,,,1054 DW,10-3-2016,,apartment,,11-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763813-eerste-helmersstraat-213-iv/,
3317,Nova Zemblastraat 12 C,,,,1013 RK,8-8-2015,,apartment,,7-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85921140-nova-zemblastraat-12-c/,
3318,Stadionweg 310 II,,,,1076 PK,3-3-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49754775-stadionweg-310-ii/,
3319,Argostraat 40,,,,1033 EG,5-1-2016,,house,,27-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49607047-argostraat-40/,
3320,Burmandwarsstraat 53,,,,1091 SL,19-1-2016,,apartment,,10-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49619787-burmandwarsstraat-53/,
3321,Havikshorst 130,,,,1083 TW,12-1-2016,,apartment,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49603617-havikshorst-130/,
3322,Hoekschewaardweg 272,,,,1025 PD,12-1-2016,,house,,12-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49603637-hoekschewaardweg-272/,
3323,Bruinvisstraat 47,,,,1035 HD,6-2-2016,,house,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49631677-bruinvisstraat-47/,
3324,Kramatweg 58 c,,,,1095 JX,6-1-2016,,apartment,,4-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49608549-kramatweg-58-c/,
3325,Willem Schoutenstraat 47 hs,,,,1057 DM,13-2-2016,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49648667-willem-schoutenstraat-47-hs/,
3326,Van Nijenrodeweg 607,,,,1082 HW,16-3-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49779916-van-nijenrodeweg-607/,
3327,Maria Austriastraat 560,,,,1087 GL,2-2-2016,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49635710-maria-austriastraat-560/,
3328,Hoofdweg 253 II,,,,1057 CW,4-2-2016,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49637079-hoofdweg-253-ii/,
3329,Jan van Zutphenstraat 213,,,,1069 RR,2-2-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49635989-jan-van-zutphenstraat-213/,
3330,Overvoorde 23,,,,1082 GA,8-3-2016,,apartment,,22-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49760224-overvoorde-23/,
3331,Orteliusstraat 106 -II,,,,1057 BG,9-2-2016,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49632807-orteliusstraat-106-ii/,
3332,Professor J.H. Gunningstraat 25 en PP,,,,1068 MS,14-11-2015,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49654618-professor-jh-gunningstraat-25-en-pp/,
3333,Putterplantsoen 29,,,,1102 SN,13-1-2016,,house,,1-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49604833-putterplantsoen-29/,
3334,Noorderstraat 71 -A,,,,1017 TT,15-1-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49615630-noorderstraat-71-a/,
3335,Elisabeth Wolffstraat 88 II,,,,1053 TX,27-1-2016,,apartment,,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49625976-elisabeth-wolffstraat-88-ii/,
3336,Brouwersgracht 165 3,,,,1015 GH,27-2-2016,,apartment,,28-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85116091-brouwersgracht-165-3/,
3337,Westerkade 10 IV,,,,1015 XD,20-11-2015,,apartment,,3-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49660579-westerkade-10-iv/,
3338,Oostenburgervoorstraat 63 2A,,,,1018 MP,11-3-2016,,apartment,,3-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85139222-oostenburgervoorstraat-63-2a/,
3339,Weteringschans 90 -huis,,,,1017 XS,22-10-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49538038-weteringschans-90-huis/,
3340,KNSM-laan 485,,,,1019 LG,7-1-2016,,apartment,,25-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49609521-knsm-laan-485/,
3341,Ceintuurbaan 79 II,,,,1072 EW,9-2-2016,,apartment,,25-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49633428-ceintuurbaan-79-ii/,
3342,Haarlemmermeerstraat 158 I,,,,1058 KK,12-3-2016,,apartment,,24-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49763047-haarlemmermeerstraat-158-i/,
3343,Eerste Jan Steenstraat 73 -A,,,,1072 ND,2-3-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49753888-eerste-jan-steenstraat-73-a/,
3344,Pedro de Medinalaan 182,,,,1086 XR,11-11-2015,,apartment,,6-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49659921-pedro-de-medinalaan-182/,
3345,Nageljongenstraat 64,,,,1033 PE,16-12-2015,,apartment,,5-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49695668-nageljongenstraat-64/,
3346,Van Nijenrodeweg 282 -7e,,,,1082 GZ,24-2-2016,,apartment,,10-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49757942-van-nijenrodeweg-282-7e/,
3347,Griseldestraat 3 III,,,,1055 AR,17-3-2016,,apartment,,24-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49771858-griseldestraat-3-iii/,
3348,Oogststraat 73,,,,1097 ZS,29-1-2016,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49629749-oogststraat-73/,
3349,Beukenweg 3 C,,,,1092 AX,1-2-2016,,apartment,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49635686-beukenweg-3-c/,
3350,Loodskotterhof 27,,,,1034 CK,2-10-2009,,apartment,,25-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47585638-loodskotterhof-27/,
3351,Loenermark 402,,,,1025 TK,6-2-2016,,apartment,,2-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49631916-loenermark-402/,
3352,Bestevâerstraat 102 -I,,,,1056 HS,16-9-2015,,apartment,,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49590834-bestevaerstraat-102-i/,
3353,Derde Helmersstraat 80 A,,,,1054 BM,24-2-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49757230-derde-helmersstraat-80-a/,
3354,Welnastraat 503,,,,1096 GJ,12-12-2015,,apartment,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49681132-welnastraat-503/,
3355,Richard Holstraat 12 bv,,,,1071 SM,6-3-2016,,apartment,,18-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49769932-richard-holstraat-12-bv/,
3356,Tweede van Swindenstraat 9 A,,,,1093 VE,26-2-2016,,apartment,,15-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49750724-tweede-van-swindenstraat-9-a/,
3357,Bilderdijkkade 816,,,,1053 VN,19-12-2015,,house,,20-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49698359-bilderdijkkade-816/,
3358,Lutmastraat 39 1,,,,1072 JN,19-2-2016,,apartment,,4-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49642185-lutmastraat-39-1/,
3359,Van Nijenrodeweg 461,,,,1082 HL,19-3-2016,,apartment,,25-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49774896-van-nijenrodeweg-461/,
3360,Nachtegaalstraat 133,,,,1021 EZ,2-3-2016,,apartment,,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49754745-nachtegaalstraat-133/,
3361,Surinameplein 98 -1,,,,1058 GV,11-3-2016,,apartment,,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775616-surinameplein-98-1/,
3362,President Allendelaan 303,,,,1068 VM,11-12-2013,,apartment,,24-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48979108-president-allendelaan-303/,
3363,Quellijnstraat 80 -B2,,,,1072 XW,2-2-2016,,apartment,,19-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49635694-quellijnstraat-80-b2/,
3364,Keizersgracht 385 -A,,,,1016 EJ,15-1-2016,,apartment,,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49617459-keizersgracht-385-a/,
3365,Panamalaan 248 + PP,,,,1019 AZ,20-8-2015,,apartment,,6-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49575654-panamalaan-248-pp/,
3366,Watteaustraat 17 I,,,,1077 ZJ,14-11-2015,,apartment,,17-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653300-watteaustraat-17-i/,
3367,Prinsengracht 401 -D,,,,1016 HM,16-3-2016,,apartment,,30-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49779133-prinsengracht-401-d/,
3368,Anthony Spatzierhof 19,,,,1065 SJ,23-1-2016,,house,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49614832-anthony-spatzierhof-19/,
3369,Bos en Lommerweg 27 II,,,,1055 DK,29-2-2016,,apartment,,9-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49752833-bos-en-lommerweg-27-ii/,
3370,Rustenburgerstraat 125 III,,,,1073 EW,30-5-2015,,apartment,,29-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49497783-rustenburgerstraat-125-iii/,
3371,Gerrit van der Veenstraat 147 bv,,,,1077 DZ,8-3-2016,,apartment,,23-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49760565-gerrit-van-der-veenstraat-147-bv/,
3372,Swammerdamstraat 37 A,,,,1091 RR,3-12-2015,,apartment,,31-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49672777-swammerdamstraat-37-a/,
3373,Amstelveenseweg 108 -II,,,,1075 XJ,11-3-2016,,apartment,,24-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49775497-amstelveenseweg-108-ii/,
3374,Hoendiepstraat 31 III,,,,1079 LS,5-3-2016,,apartment,,21-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49769449-hoendiepstraat-31-iii/,
3375,Argonautenstraat 86 2,,,,1076 KV,4-2-2016,,apartment,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49638489-argonautenstraat-86-2/,
3376,Nicolaas Japiksestraat 10,,,,1065 KG,27-11-2015,,house,,28-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49676671-nicolaas-japiksestraat-10/,
3377,Gaffelaarspad 23 -24,,,,1081 KK,24-1-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49625621-gaffelaarspad-23-24/,
3378,Oudezijds Voorburgwal 247 -1R,,,,1012 EZ,19-3-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49774892-oudezijds-voorburgwal-247-1r/,
3379,Beverenstraat 41,,,,1066 WD,27-2-2016,,apartment,,16-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49751646-beverenstraat-41/,
3380,Jan van Duivenvoordestraat 185 +PP,,,,1067 MT,22-1-2016,,apartment,,26-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49613717-jan-van-duivenvoordestraat-185-pp/,
3381,Geuzenkade 68 Hs,,,,1056 KN,20-1-2016,,apartment,,8-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49610959-geuzenkade-68-hs/,
3382,Stokerkade 100,,,,1019 XB,3-9-2015,,house,,1-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49587910-stokerkade-100/,
3383,Carolina MacGillavrylaan 52,,,,1098 XA,19-3-2016,,apartment,,31-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49773386-carolina-macgillavrylaan-52/,
3384,Kromme Leimuidenstraat 20 Hs,,,,1059 EN,26-2-2016,,apartment,,17-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49759974-kromme-leimuidenstraat-20-hs/,
3385,Kanteel 60,,,,1083 DB,23-1-2016,,apartment,,18-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49614553-kanteel-60/,
3386,Kolfschotenstraat 188,,,,1104 PC,15-3-2013,,apartment,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48755533-kolfschotenstraat-188/,
3387,Ruimzicht 105,,,,1068 CR,22-1-2016,,apartment,,25-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49612016-ruimzicht-105/,
3388,Weerdestein 41,,,,1083 GB,22-1-2016,,apartment,,3-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49612152-weerdestein-41/,
3389,Bestevâerstraat 179 huis,,,,1055 TK,14-11-2015,,apartment,,1-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49652038-bestevaerstraat-179-huis/,
3390,Gillis van Ledenberchstraat 95 II,,,,1052 VC,24-2-2016,,apartment,,8-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85112063-gillis-van-ledenberchstraat-95-ii/,
3391,Jan de Jonghkade 45,,,,1063 MH,6-11-2015,,apartment,,28-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49655863-jan-de-jonghkade-45/,
3392,President Allendelaan 231,,,,1068 VM,12-5-2015,,apartment,,4-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49477151-president-allendelaan-231/,
3393,Weerdestein 131,,,,1083 GJ,12-12-2015,,apartment,,8-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49689945-weerdestein-131/,
