,address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
5766,Nieuwendammerkade 26 M2,,,,1022 AB,22-10-2015,,apartment,,11-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49530661-nieuwendammerkade-26-m2/,
5767,Nieuwendammerdijk 98,,,,1025 LR,1-11-2015,,house,,18-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49540452-nieuwendammerdijk-98/,
5768,Filips van Almondestraat 29 II,,,,1057 ZS,13-11-2015,,apartment,,8-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49652040-filips-van-almondestraat-29-ii/,
5769,De Clercqstraat 47 -III,,,,1053 AC,6-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49543833-de-clercqstraat-47-iii/,
5770,Ertskade 59,,,,1019 BB,31-10-2015,,house,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49547965-ertskade-59/,
5771,Joris Ivensplein 24,,,,1087 BP,22-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49661215-joris-ivensplein-24/,
5772,Jan Bernardusstraat 11 -C,,,,1091 TR,11-11-2015,,apartment,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49658543-jan-bernardusstraat-11-c/,
5773,Govert Flinckstraat 141 B,,,,1072 EH,18-11-2015,,apartment,,8-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49666886-govert-flinckstraat-141-b/,
5774,Van Beuningenstraat 199 III+IV,,,,1051 XR,20-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669796-van-beuningenstraat-199-iii-iv/,
5775,Molukkenstraat 55 -III,,,,1095 AV,24-10-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49532213-molukkenstraat-55-iii/,
5776,Nieuwe Achtergracht 83 III,,,,1018 WN,8-12-2015,,apartment,,24-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49686596-nieuwe-achtergracht-83-iii/,
5777,Osdorper Ban 585 + PP,,,,1069 GA,3-9-2014,,apartment,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48104906-osdorper-ban-585-pp/,
5778,Josephus Jittastraat 49,,,,1063 NJ,23-10-2015,,house,,20-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49530824-josephus-jittastraat-49/,
5779,Agatha Dekenstraat 61 hs,,,,1053 AN,14-11-2015,,apartment,,26-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653858-agatha-dekenstraat-61-hs/,
5780,De Lairessestraat 164 -I,,,,1075 HM,14-11-2015,,apartment,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653107-de-lairessestraat-164-i/,
5781,Graaf Florisstraat 23 II,,,,1091 TE,21-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669122-graaf-florisstraat-23-ii/,
5782,Haarlemmerplein 11 III+IV,,,,1013 HP,28-11-2015,,apartment,,4-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49677031-haarlemmerplein-11-iii-iv/,
5783,Dufaystraat 3 -III,,,,1075 GR,29-9-2015,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49515663-dufaystraat-3-iii/,
5784,Sint Willibrordusstraat 5 -hs,,,,1074 XH,6-11-2015,,apartment,,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49655499-sint-willibrordusstraat-5-hs/,
5785,Joos Banckersplantsoen 20,,,,1056 LC,18-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49666007-joos-banckersplantsoen-20/,
5786,Joos Banckersplantsoen 20 +PP,,,,1056 LC,18-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49667513-joos-banckersplantsoen-20-pp/,
5787,Gravenstraat 10 C,,,,1012 NM,28-10-2015,,apartment,,13-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49545834-gravenstraat-10-c/,
5788,Eerste Weteringdwarsstraat 50 I,,,,1017 TP,26-11-2015,,apartment,,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49663720-eerste-weteringdwarsstraat-50-i/,
5789,Legmeerstraat 73 I,,,,1058 NC,5-11-2015,,apartment,,23-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49542674-legmeerstraat-73-i/,
5790,Lijnbaansgracht 289 I-II,,,,1017 RM,2-10-2015,,apartment,,19-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49519043-lijnbaansgracht-289-i-ii/,
5791,Merwedeplein 21 I,,,,1078 NB,17-10-2015,,apartment,,9-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49535517-merwedeplein-21-i/,
5792,Lombokstraat 22,,,,1094 AL,20-6-2015,,apartment,,2-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49411047-lombokstraat-22/,
5793,Overtoom 282 II/ III,,,,1054 JC,18-7-2015,,apartment,,1-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49449138-overtoom-282-ii-iii/,
5794,Orteliusstraat 172 III,,,,1057 BK,7-11-2015,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49544614-orteliusstraat-172-iii/,
5795,Oostelijke Handelskade 1169 +2PP,,,,1019 DN,11-8-2015,,apartment,,2-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49567378-oostelijke-handelskade-1169-2pp/,
5796,Insulindeweg 99 huis,,,,1094 PE,9-11-2015,,apartment,,26-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49657967-insulindeweg-99-huis/,
5797,Waterlooplein 161,,,,1011 PG,20-9-2014,,apartment,,28-11-2014,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48124506-waterlooplein-161/,
5798,Boorderstraat 39,,,,1033 MB,20-3-2015,,apartment,,11-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48311163-boorderstraat-39/,
5799,Marnixstraat 95 E,,,,1015 VG,14-11-2015,,apartment,,7-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653265-marnixstraat-95-e/,
5800,Reinwardtstraat 5 -C,,,,1093 GT,18-11-2015,,apartment,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49665535-reinwardtstraat-5-c/,
5801,Boeninlaan 109,,,,1102 TH,15-12-2015,,apartment,,8-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49683480-boeninlaan-109/,
5802,Winthontstraat 58,,,,1013 BR,1-8-2015,,apartment,,12-8-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49559098-winthontstraat-58/,
5803,Olof Palmeplein 104,,,,1025 WV,21-7-2011,,apartment,,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47105962-olof-palmeplein-104/,
5804,Professor J.H. Gunningstraat 107,,,,1068 MS,3-3-2015,,apartment,,18-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84755621-professor-jh-gunningstraat-107/,
5805,Deurloostraat 46 -II,,,,1078 JC,27-6-2015,,apartment,,13-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49427518-deurloostraat-46-ii/,
5806,Ten Katestraat 19 -II,,,,1053 BW,28-11-2015,,apartment,,15-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49676233-ten-katestraat-19-ii/,
5807,Ruys de Beerenbrouckstraat 115 D,,,,1067 BP,24-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49663639-ruys-de-beerenbrouckstraat-115-d/,
5808,Willem de Zwijgerlaan 29 II,,,,1056 JE,7-11-2015,,apartment,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49655748-willem-de-zwijgerlaan-29-ii/,
5809,Haardstee 154,,,,1102 NK,29-10-2015,,apartment,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49546247-haardstee-154/,
5810,Bloys van Treslongstraat 57 III,,,,1056 WZ,20-11-2015,,apartment,,7-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669684-bloys-van-treslongstraat-57-iii/,
5811,Tweede Constantijn Huygensstraat 64 III/IV,,,,1054 CW,6-11-2015,,apartment,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49655883-tweede-constantijn-huygensstraat-64-iii-iv/,
5812,Urkstraat 20,,,,1025 RH,12-12-2015,,house,,5-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49681649-urkstraat-20/,
5813,Nijenburg 42,,,,1081 GG,17-12-2015,,apartment,,6-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49695155-nijenburg-42/,
5814,Hoofdweg 283 II,,,,1057 CX,5-4-2015,,apartment,,10-4-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48330988-hoofdweg-283-ii/,
5815,Henk Curièrekade 60,,,,1013 CH,2-10-2015,,apartment,,11-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85975097-henk-curierekade-60/,
5816,Koggestraat 3 D,,,,1012 TA,12-12-2015,,apartment,,7-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49676757-koggestraat-3-d/,
5817,Balistraat 50 I,,,,1094 JP,21-11-2015,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669649-balistraat-50-i/,
5818,Rietlandpark 95,,,,1019 DS,3-7-2015,,apartment,,11-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49435164-rietlandpark-95/,
5819,Lumièrestraat 113,,,,1087 JA,28-10-2015,,apartment,,20-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49545610-lumierestraat-113/,
5820,Baetostraat 20 III,,,,1055 ES,24-9-2015,,apartment,,5-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49500739-baetostraat-20-iii/,
5821,Bijlmerdreef 1253,,,,1103 TV,19-10-2015,,apartment,,8-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85990813-bijlmerdreef-1253/,
5822,Jacques Veltmanstraat 295,,,,1065 DC,25-9-2015,,house,,20-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49502892-jacques-veltmanstraat-295/,
5823,Ferdinand Bolstraat 70 I,,,,1072 LM,13-11-2015,,apartment,,1-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49651256-ferdinand-bolstraat-70-i/,
5824,Admiraal De Ruijterweg 521 A III,,,,1055 MJ,21-11-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49669672-admiraal-de-ruijterweg-521-a-iii/,
5825,Van Spilbergenstraat 56 I,,,,1057 RJ,27-11-2015,,apartment,,22-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49676027-van-spilbergenstraat-56-i/,
5826,Oostenburgervoorstraat 238,,,,1018 MR,22-12-2015,,apartment,,8-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49699351-oostenburgervoorstraat-238/,
5827,Maria Austriastraat 15,,,,1087 CJ,6-11-2015,,house,,26-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49544057-maria-austriastraat-15/,
5828,Dwarswatering 24,,,,1069 RM,15-12-2015,,house,,15-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49683753-dwarswatering-24/,
5829,Leidsekade 54 III,,,,1016 CW,5-9-2015,,apartment,,11-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49580646-leidsekade-54-iii/,
5830,Bijlmerdreef 945,,,,1103 TW,11-8-2015,,apartment,,5-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49568437-bijlmerdreef-945/,
5831,Duke Ellingtonstraat 90,,,,1066 GG,31-10-2015,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49546297-duke-ellingtonstraat-90/,
5832,Levantkade 219,,,,1019 MG,5-10-2015,,apartment,,11-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49511293-levantkade-219/,
5833,Jean Desmetstraat 72,,,,1087 DR,25-11-2015,,apartment,,14-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49664844-jean-desmetstraat-72/,
5834,Barkasstraat 17,,,,1086 VJ,14-11-2015,,apartment,,7-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49652200-barkasstraat-17/,
5835,Stuyvesantstraat 56 II,,,,1058 AM,3-12-2015,,apartment,,14-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49672852-stuyvesantstraat-56-ii/,
5836,Nova Zemblastraat 159,,,,1013 RJ,12-11-2015,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49659809-nova-zemblastraat-159/,
5837,Korte Korsjespoortsteeg 8 -3+4,,,,1012 TC,10-12-2015,,apartment,,30-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49688940-korte-korsjespoortsteeg-8-3-4/,
5838,Beethovenstraat 107 E,,,,1077 HX,2-10-2014,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48147113-beethovenstraat-107-e/,
5839,Oudezijds Kolk 5 B,,,,1012 AL,3-12-2015,,apartment,,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49672616-oudezijds-kolk-5-b/,
5840,Plantage Muidergracht 161 III,,,,1018 TT,5-11-2015,,apartment,,7-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49543479-plantage-muidergracht-161-iii/,
5841,Burgemeester Röellstraat 598,,,,1067 XW,5-12-2015,,apartment,,17-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49674173-burgemeester-roellstraat-598/,
5842,Jacob van Lennepkade 390 -II,,,,1053 NM,3-6-2015,,apartment,,3-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49499626-jacob-van-lennepkade-390-ii/,
5843,Tweede Atjehstraat 50 3,,,,1094 LJ,15-12-2015,,apartment,,4-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49683699-tweede-atjehstraat-50-3/,
5844,Stadionweg 31,,,,1077 RW,16-12-2015,,house,,4-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49683971-stadionweg-31/,
5845,Winterdijkstraat 6 -huis,,,,1079 GT,14-10-2015,,apartment,,26-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49520805-winterdijkstraat-6-huis/,
5846,Landzicht 11 +PP,,,,1068 ZV,18-9-2015,,apartment,,27-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49593429-landzicht-11-pp/,
5847,Tussen Meer 164,,,,1069 DV,18-12-2015,,apartment,,7-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49697657-tussen-meer-164/,
5848,Blusséstraat 18,,,,1067 PZ,20-10-2015,,house,,29-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-85991810-blussestraat-18/,
5849,Switi - Tuinwoning - Bouwnummer (Bouwnr. 20),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508072-switi-tuinwoning-bouwnummer-bouwnr-20/,
5850,Raden Adjeng Kartinistraat 9,,,,1103 MG,18-11-2015,,apartment,,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49666945-raden-adjeng-kartinistraat-9/,
5851,Veembroederhof 163,,,,1019 HD,19-9-2015,,apartment,,5-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49593438-veembroederhof-163/,
5852,Gerard Doustraat 228 I,,,,1073 XC,10-12-2015,,apartment,,7-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49688212-gerard-doustraat-228-i/,
5853,Switi - Tuinwoning - Bouwnummer (Bouwnr. 22),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508084-switi-tuinwoning-bouwnummer-bouwnr-22/,
5854,Switi - Tuinwoning - Bouwnummer (Bouwnr. 21),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508083-switi-tuinwoning-bouwnummer-bouwnr-21/,
5855,Hoogoord 44,,,,1102 CB,6-6-2015,,apartment,,12-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85860716-hoogoord-44/,
5856,Tweede Oosterparkstraat 169 A,,,,1092 BG,28-11-2015,,apartment,,16-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49677572-tweede-oosterparkstraat-169-a/,
5857,Jan Hanzenstraat 78 A,,,,1053 ST,20-3-2015,,apartment,,3-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48310198-jan-hanzenstraat-78-a/,
5858,Nieuwendammerdijk 522,,,,1023 BX,5-11-2015,,house,,3-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49543522-nieuwendammerdijk-522/,
5859,Olof Palmeplein 144,,,,1025 WX,21-10-2015,,apartment,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49538494-olof-palmeplein-144/,
5860,Looiersgracht 120 B,,,,1016 VT,23-4-2015,,apartment,,12-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49450088-looiersgracht-120-b/,
5861,Eerste Keucheniusstraat 26 hs,,,,1051 HS,26-11-2015,,apartment,,9-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49675199-eerste-keucheniusstraat-26-hs/,
5862,Utrechtsedwarsstraat 78,,,,1017 WH,14-10-2015,,house,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49521807-utrechtsedwarsstraat-78/,
5863,Looiersgracht 120 B + PP,,,,1016 VT,23-4-2015,,apartment,,15-6-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49450087-looiersgracht-120-b-pp/,
5864,Burgemeester Hogguerstraat 1157 XIII,,,,1157 XI,5-11-2015,,apartment,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49543247-burgemeester-hogguerstraat-1157-xiii/,
5865,Staringstraat 7 B,,,,1054 VM,22-11-2015,,apartment,,15-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49660268-staringstraat-7-b/,
5866,Wethouder De Roosplein 242,,,,1107 AM,26-1-2015,,apartment,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-48367254-wethouder-de-roosplein-242/,
5867,Driehoekstraat 94,,,,1015 GL,8-10-2015,,apartment,,27-10-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49525947-driehoekstraat-94/,
5868,Carolina MacGillavrylaan 126,,,,1098 XA,15-12-2015,,apartment,,20-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49683039-carolina-macgillavrylaan-126/,
5869,Bruinvisstraat 31,,,,1035 HD,30-10-2015,,house,,27-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49548669-bruinvisstraat-31/,
5870,Zwanebloemlaan 92,,,,1087 EP,23-10-2015,,apartment,,24-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49531931-zwanebloemlaan-92/,
5871,Boomstraat 49 D,,,,1015 LB,7-11-2015,,apartment,,30-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49656682-boomstraat-49-d/,
5872,Prins Hendrikkade 172 2,,,,1011 TC,2-9-2015,,apartment,,16-9-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49585984-prins-hendrikkade-172-2/,
5873,Het Breed 531,,,,1025 HT,29-4-2015,,apartment,,23-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49465258-het-breed-531/,
5874,Jisperveldstraat 525,,,,1024 BA,14-7-2011,,apartment,,11-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47199468-jisperveldstraat-525/,
5875,Churchill-laan 82 III+IV,,,,1078 EL,10-10-2015,,apartment,,19-11-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49526009-churchill-laan-82-iii-iv/,
5876,Tasmanstraat 1 HS,,,,1013 PW,28-11-2015,,apartment,,12-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49677529-tasmanstraat-1-hs/,
5877,Bos en Lommerplantsoen 17 G,,,,1055 AA,27-10-2015,,apartment,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49533136-bos-en-lommerplantsoen-17-g/,
5878,Fagelstraat 61 III,,,,1052 EZ,30-10-2015,,apartment,,14-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49547704-fagelstraat-61-iii/,
5879,Haarlemmerplein 26 C,,,,1013 HS,13-11-2015,,apartment,,1-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49652491-haarlemmerplein-26-c/,
5880,Van Reigersbergenstraat 45 I,,,,1052 SP,19-12-2015,,apartment,,12-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49699442-van-reigersbergenstraat-45-i/,
5881,Sumatrastraat 207 K,,,,1094 NB,3-7-2015,,apartment,,16-7-2015,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49435023-sumatrastraat-207-k/,
5882,Switi - Tuinwoning - Bouwnummer (Bouwnr. 23),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508085-switi-tuinwoning-bouwnummer-bouwnr-23/,
5883,Herculesstraat 48 B,,,,1076 SN,16-11-2015,,apartment,,6-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49653689-herculesstraat-48-b/,
5884,Switi - Tuinwoning - Bouwnummer (Bouwnr. 24),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508086-switi-tuinwoning-bouwnummer-bouwnr-24/,
5885,Diopter 124,,,,1025 MS,25-11-2015,,house,,4-12-2015,http://www.funda.nl/koop/verkocht/amsterdam/huis-49664545-diopter-124/,
5886,Switi- Waterwoning - Bouwnummer (Bouwnr. 34),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508088-switi-waterwoning-bouwnummer-bouwnr-34/,
5887,Switi- Waterwoning - Bouwnummer (Bouwnr. 33),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508087-switi-waterwoning-bouwnummer-bouwnr-33/,
5888,Switi- Waterwoning - Bouwnummer (Bouwnr. 35),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508089-switi-waterwoning-bouwnummer-bouwnr-35/,
5889,Switi- Waterwoning - Bouwnummer (Bouwnr. 37),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508081-switi-waterwoning-bouwnummer-bouwnr-37/,
5890,Switi- Waterwoning - Bouwnummer (Bouwnr. 38),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508082-switi-waterwoning-bouwnummer-bouwnr-38/,
5891,Switi- Waterwoning - Bouwnummer (Bouwnr. 36),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508080-switi-waterwoning-bouwnummer-bouwnr-36/,
5892,Kortvoort 43,,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508093-kortvoort-43/,
5893,Switi- Waterwoning - Bouwnummer 44,,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508094-switi-waterwoning-bouwnummer-44/,
5894,Switi- Waterwoning - Bouwnummer (Bouwnr. 41),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508095-switi-waterwoning-bouwnummer-bouwnr-41/,
5895,Switi- Waterwoning - Bouwnummer (Bouwnr. 42),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508097-switi-waterwoning-bouwnummer-bouwnr-42/,
5896,Switi- Waterwoning - Bouwnummer (Bouwnr. 47),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508098-switi-waterwoning-bouwnummer-bouwnr-47/,
5897,Switi- Waterwoning - Bouwnummer (Bouwnr. 48),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508099-switi-waterwoning-bouwnummer-bouwnr-48/,
5898,Switi- Waterwoning - Bouwnummer (Bouwnr. 50),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508091-switi-waterwoning-bouwnummer-bouwnr-50/,
5899,Switi- Waterwoning - Bouwnummer (Bouwnr. 49),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508090-switi-waterwoning-bouwnummer-bouwnr-49/,
5900,Switi- Waterwoning - Bouwnummer (Bouwnr. 52),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508003-switi-waterwoning-bouwnummer-bouwnr-52/,
5901,Switi- Waterwoning - Bouwnummer (Bouwnr. 51),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508092-switi-waterwoning-bouwnummer-bouwnr-51/,
5902,Switi- Waterwoning - Bouwnummer (Bouwnr. 40),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508004-switi-waterwoning-bouwnummer-bouwnr-40/,
5903,Switi- Hoekwaterwoning - Bouwnummer (Bouwnr. 39),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508008-switi-hoekwaterwoning-bouwnummer-bouwnr-39/,
5904,Switi- Hoekwaterwoning - Bouwnummer (Bouwnr. 32),,,,1104 NA,24-9-2015,,house,,13-1-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49508007-switi-hoekwaterwoning-bouwnummer-bouwnr-32/,
